,key,mutation score
22,for__1__FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT,0.30000000000000004
23,for__0__MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
24,for__0__REMOVE_CONSECUTIVE_DUPLICATES_STRING,0.7
25,if__1__STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
26,for__1__REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM_SET_2_O1_EXTRA_SPACE,0.8
27,for__0__NUMBER_TRIANGLES_N_MOVES,1.0
28,while__1__PRINT_WORDS_STRING_REVERSE_ORDER,0.8
29,if__0__COUNT_SET_BITS_IN_AN_INTEGER_3,1.0
30,if__0__CIRCLE_LATTICE_POINTS,0.30000000000000004
31,while__0__SEARCH_IN_ROW_WISE_AND_COLUMN_WISE_SORTED_MATRIX,1.0
32,for__1__GIVEN_1S_2S_3S_KS_PRINT_ZIG_ZAG_WAY,0.6
33,for__0__COUNT_SUBSTRINGS_WITH_SAME_FIRST_AND_LAST_CHARACTERS,1.0
34,while__0__EVEN_FIBONACCI_NUMBERS_SUM,1.0
35,for__0__FIND_MINIMUM_DIFFERENCE_PAIR_1,1.0
36,for__0__REPLACE_CHARACTER_C1_C2_C2_C1_STRING_S,0.19999999999999996
37,while__0__MINIMUM_LENGTH_SUBARRAY_SUM_GREATER_GIVEN_VALUE_1,1.0
38,for__0__COUNT_SORTED_ROWS_MATRIX,0.30000000000000004
39,for__0__MAXIMUM_LENGTH_PREFIX_ONE_STRING_OCCURS_SUBSEQUENCE_ANOTHER,0.4
40,while__0__MINIMUM_NUMBER_PLATFORMS_REQUIRED_RAILWAYBUS_STATION,1.0
41,for__0__POINT_CLIPPING_ALGORITHM_COMPUTER_GRAPHICS,0.0
42,for__0__COUNT_DIGITS_FACTORIAL_SET_1,1.0
43,for__2__LONGEST_INCREASING_ODD_EVEN_SUBSEQUENCE,1.0
44,for__0__CHECK_IF_X_CAN_GIVE_CHANGE_TO_EVERY_PERSON_IN_THE_QUEUE,0.7
45,while__0__NUMBER_IS_DIVISIBLE_BY_29_OR_NOT,0.0
46,for__0__HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP_1,0.8
47,for__0__CAESAR_CIPHER,1.0
48,while__0__PRINT_WORDS_STRING_REVERSE_ORDER,0.8
49,for__0__MINIMUM_INCREMENT_K_OPERATIONS_MAKE_ELEMENTS_EQUAL,0.9
50,for__0__COUNT_SUBARRAYS_WITH_SAME_EVEN_AND_ODD_ELEMENTS,1.0
51,if__0__STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
52,if__1__PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.19999999999999996
53,for__0__CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,1.0
54,if__0__PAPER_CUT_MINIMUM_NUMBER_SQUARES,0.0
55,for__0__MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY,1.0
56,if__1__MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
57,if__0__SQUARE_ROOT_OF_AN_INTEGER,0.8
58,for__0__PROGRAM_FOR_FACTORIAL_OF_A_NUMBER_1,1.0
59,for__0__TRIANGULAR_NUMBERS,0.09999999999999998
60,for__0__COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X,0.09999999999999998
61,for__0__MAXIMUM_CONSECUTIVE_REPEATING_CHARACTER_STRING_1,1.0
62,for__0__BELL_NUMBERS_NUMBER_OF_WAYS_TO_PARTITION_A_SET,1.0
63,for__0__FIND_TRIPLETS_ARRAY_WHOSE_SUM_EQUAL_ZERO_2,0.0
64,for__0__FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,1.0
65,do__0__MAXIMUM_GAMES_PLAYED_WINNER,1.0
66,while__0__SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1,1.0
67,while__0__SEARCH_AN_ELEMENT_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_ELEMENTS_IS_1,0.19999999999999996
68,while__0__PAPER_CUT_MINIMUM_NUMBER_SQUARES,0.8
69,while__0__ADD_TWO_NUMBERS_WITHOUT_USING_ARITHMETIC_OPERATORS,0.0
70,for__1__FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,0.7
71,for__0__COUNT_ENTRIES_EQUAL_TO_X_IN_A_SPECIAL_MATRIX,0.8
72,for__0__TEMPLE_OFFERINGS,0.9
73,for__0__NUMBER_ORDERED_PAIRS_AI_AJ_0,1.0
74,for__0__MINIMUM_CHARACTERS_ADDED_FRONT_MAKE_STRING_PALINDROME,0.7
75,while__0__STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
76,if__0__MINIMUM_TIME_WRITE_CHARACTERS_USING_INSERT_DELETE_COPY_OPERATION,1.0
77,for__0__MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,1.0
78,for__0__COUNT_POSSIBLE_PATHS_TOP_LEFT_BOTTOM_RIGHT_NXM_MATRIX_2,0.9
79,for__0__PAIR_WITH_GIVEN_PRODUCT_SET_1_FIND_IF_ANY_PAIR_EXISTS,0.30000000000000004
80,for__0__MINIMUM_SUM_SQUARES_CHARACTERS_COUNTS_GIVEN_STRING_REMOVING_K_CHARACTERS,0.0
81,if__0__COUNT_OBTUSE_ANGLES_CIRCLE_K_EQUIDISTANT_POINTS_2_GIVEN_POINTS,0.0
82,for__1__FIND_THE_MISSING_NUMBER_2,0.8
83,for__2__PATH_MAXIMUM_AVERAGE_VALUE,0.9
84,for__0__COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,1.0
85,for__0__COUNT_ARRAYS_CONSECUTIVE_ELEMENT_DIFFERENT_VALUES,1.0
86,for__1__FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES_1,1.0
87,for__2__NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
88,if__0__CHECK_INTEGER_OVERFLOW_MULTIPLICATION,0.19999999999999996
89,for__0__CEILING_IN_A_SORTED_ARRAY,0.19999999999999996
90,for__0__QUICK_WAY_CHECK_CHARACTERS_STRING,0.4
91,for__1__MINIMUM_SUM_SQUARES_CHARACTERS_COUNTS_GIVEN_STRING_REMOVING_K_CHARACTERS,0.0
92,while__0__SQUARE_ROOT_OF_AN_INTEGER,1.0
93,for__0__RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM_1,1.0
94,for__1__MAXIMUM_PRODUCT_INCREASING_SUBSEQUENCE,0.7
95,for__1__NUMBER_SUBSTRINGS_DIVISIBLE_4_STRING_INTEGERS,0.8
96,if__0__CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD_1,0.6
97,if__2__CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND,1.0
98,if__1__SUM_TWO_LARGE_NUMBERS,1.0
99,if__2__PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.9
100,for__0__MINIMUM_DIFFERENCE_MAX_MIN_K_SIZE_SUBSETS,0.5
101,if__0__COUNT_DIGITS_FACTORIAL_SET_1,1.0
102,for__0__MAKING_ELEMENTS_OF_TWO_ARRAYS_SAME_WITH_MINIMUM_INCREMENTDECREMENT,0.9
103,if__2__COMPOSITE_NUMBER,0.7
104,for__0__FIND_A_FIXED_POINT_IN_A_GIVEN_ARRAY,0.30000000000000004
105,for__0__CHECK_ARRAY_CONTAINS_CONTIGUOUS_INTEGERS_DUPLICATES_ALLOWED,0.5
106,if__0__NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,0.5
107,for__0__FIND_SUM_UNIQUE_SUB_ARRAY_SUM_GIVEN_ARRAY,0.7
108,if__0__CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,0.09999999999999998
109,for__0__LONGEST_PALINDROME_SUBSEQUENCE_SPACE,1.0
110,for__0__CIRCLE_LATTICE_POINTS,0.30000000000000004
111,if__4__SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,1.0
112,for__0__NUMBER_UNIQUE_RECTANGLES_FORMED_USING_N_UNIT_SQUARES,1.0
113,if__2__SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.30000000000000004
114,while__0__PERFECT_REVERSIBLE_STRING,0.5
115,if__0__MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,1.0
116,if__0__REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,0.7
117,for__0__MINIMUM_COST_FOR_ACQUIRING_ALL_COINS_WITH_K_EXTRA_COINS_ALLOWED_WITH_EVERY_COIN,0.19999999999999996
118,for__0__COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S_1,1.0
119,if__3__SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.4
120,if__0__SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.0
121,if__0__CHECK_IF_ALL_THE_ELEMENTS_CAN_BE_MADE_OF_SAME_PARITY_BY_INVERTING_ADJACENT_ELEMENTS,0.9
122,if__0__CEILING_IN_A_SORTED_ARRAY,0.7
123,if__0__NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
124,if__0__DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1,0.09999999999999998
125,if__1__SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS,0.19999999999999996
126,for__0__PAINTING_FENCE_ALGORITHM,1.0
127,for__0__PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD_1,0.19999999999999996
128,for__0__STEINS_ALGORITHM_FOR_FINDING_GCD,1.0
129,for__1__FIND_ONE_EXTRA_CHARACTER_STRING_1,1.0
130,if__0__SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N,0.09999999999999998
131,if__0__COUNT_SUBARRAYS_EQUAL_NUMBER_1S_0S,1.0
132,while__0__SEARCHING_ARRAY_ADJACENT_DIFFER_K,0.19999999999999996
133,for__0__SQUARED_TRIANGULAR_NUMBER_SUM_CUBES,0.09999999999999998
134,for__0__REARRANGE_ARRAY_MAXIMUM_MINIMUM_FORM_SET_2_O1_EXTRA_SPACE,0.8
135,for__0__FIND_SUM_ODD_FACTORS_NUMBER,0.19999999999999996
136,for__0__SUBSEQUENCES_SIZE_THREE_ARRAY_WHOSE_SUM_DIVISIBLE_M,0.8
137,for__0__FIRST_UPPERCASE_LETTER_IN_A_STRING_ITERATIVE_AND_RECURSIVE,0.09999999999999998
138,while__0__ADD_1_TO_A_GIVEN_NUMBER,0.7
139,for__0__PRIMALITY_TEST_SET_5USING_LUCAS_LEHMER_SERIES,0.19999999999999996
140,for__1__ELEMENTS_TO_BE_ADDED_SO_THAT_ALL_ELEMENTS_OF_A_RANGE_ARE_PRESENT_IN_ARRAY_1,1.0
141,for__1__NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,0.5
142,for__0__COMPOSITE_NUMBER,0.09999999999999998
143,for__0__FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY,0.8
144,for__0__C_PROGRAM_FACTORIAL_NUMBER_1,1.0
145,if__2__RECURSIVE_C_PROGRAM_LINEARLY_SEARCH_ELEMENT_GIVEN_ARRAY,1.0
146,if__1__COMPOSITE_NUMBER,0.09999999999999998
147,for__1__REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,0.8
148,for__1__ARRAY_RANGE_QUERIES_ELEMENTS_FREQUENCY_VALUE,0.4
149,for__0__REMOVE_MINIMUM_ELEMENTS_EITHER_SIDE_2MIN_MAX,1.0
150,for__0__COUNT_PAIRS_DIFFERENCE_EQUAL_K,0.4
151,if__0__FIND_LARGEST_PRIME_FACTOR_NUMBER,0.9
152,while__0__CHECK_IF_A_NUMBER_IS_JUMBLED_OR_NOT,0.5
153,for__0__DYCK_PATH,1.0
154,while__0__SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS,1.0
155,if__0__SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_1,0.0
156,while__1__CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,0.19999999999999996
157,for__0__SMALLEST_SUM_CONTIGUOUS_SUBARRAY,1.0
158,if__0__FIND_LAST_DIGIT_FACTORIAL_DIVIDES_FACTORIAL_B,0.5
159,if__0__EVEN_FIBONACCI_NUMBERS_SUM,0.0
160,for__0__SUM_SERIES_12_32_52_2N_12,1.0
161,for__0__SUM_FACTORS_NUMBER,0.8
162,for__0__SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_1,1.0
163,for__0__MINIMIZE_SUM_PRODUCT_TWO_ARRAYS_PERMUTATIONS_ALLOWED,0.8
164,if__0__MAXIMUM_PRODUCT_SUBSET_ARRAY,0.7
165,if__1__HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP,0.4
166,while__0__FIND_INDEX_OF_AN_EXTRA_ELEMENT_PRESENT_IN_ONE_SORTED_ARRAY_1,1.0
167,for__0__MARKOV_MATRIX,0.7
168,while__0__CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1,0.19999999999999996
169,for__0__CHECK_POSSIBLE_SORT_ARRAY_CONDITIONAL_SWAPPING_ADJACENT_ALLOWED,0.4
170,for__0__MAXIMUM_SUM_SUBSEQUENCE_LEAST_K_DISTANT_ELEMENTS,0.7
171,for__0__COUNT_WORDS_APPEAR_EXACTLY_TWO_TIMES_ARRAY_WORDS,0.9
172,while__0__DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1,1.0
173,if__2__STOOGE_SORT,0.09999999999999998
174,for__1__POINT_CLIPPING_ALGORITHM_COMPUTER_GRAPHICS,0.0
175,if__1__CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND,1.0
176,for__1__COUNT_SORTED_ROWS_MATRIX,0.30000000000000004
177,while__0__COUNT_SET_BITS_IN_AN_INTEGER_2,1.0
178,if__0__COMPOSITE_NUMBER,0.09999999999999998
179,for__2__REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,0.8
180,while__1__COUNT_FACTORIAL_NUMBERS_IN_A_GIVEN_RANGE,0.09999999999999998
181,while__0__FIND_SUM_ODD_FACTORS_NUMBER,0.9
182,if__0__FIND_TRIPLETS_ARRAY_WHOSE_SUM_EQUAL_ZERO_2,0.0
183,for__0__DOUBLE_FACTORIAL_1,1.0
184,while__0__SQUARE_ROOT_OF_AN_INTEGER_1,1.0
185,if__0__NUMBER_WAYS_NODE_MAKE_LOOP_SIZE_K_UNDIRECTED_COMPLETE_CONNECTED_GRAPH_N_NODES,0.0
186,for__0__SUM_FAI_AJ_PAIRS_ARRAY_N_INTEGERS,1.0
187,for__0__FIND_THE_NUMBER_OCCURRING_ODD_NUMBER_OF_TIMES,1.0
188,for__0__SORT_EVEN_NUMBERS_ASCENDING_ORDER_SORT_ODD_NUMBERS_DESCENDING_ORDER_1,0.9
189,if__2__CEILING_IN_A_SORTED_ARRAY_1,0.9
190,for__0__FIND_THE_ELEMENT_BEFORE_WHICH_ALL_THE_ELEMENTS_ARE_SMALLER_THAN_IT_AND_AFTER_WHICH_ALL_ARE_GREATER_THAN_IT,0.30000000000000004
191,while__0__LONGEST_PREFIX_ALSO_SUFFIX_1,1.0
192,if__4__FLOOR_IN_A_SORTED_ARRAY_1,1.0
193,if__0__CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND,1.0
194,for__0__SUM_DIVISORS_1_N_1,1.0
195,if__0__BINARY_SEARCH,0.09999999999999998
196,while__0__FIND_LARGEST_PRIME_FACTOR_NUMBER,1.0
197,for__0__MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY_2,0.9
198,if__0__WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,1.0
199,for__1__MAXIMUM_NUMBER_CHOCOLATES_DISTRIBUTED_EQUALLY_AMONG_K_STUDENTS,0.6
200,for__0__MINIMUM_FLIP_REQUIRED_MAKE_BINARY_MATRIX_SYMMETRIC_1,0.9
201,for__0__MAXIMUM_PRODUCT_SUBSET_ARRAY,0.7
202,for__0__MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES,0.8
203,for__0__SUBARRAYS_DISTINCT_ELEMENTS,1.0
204,if__0__CHECK_WHETHER_TWO_STRINGS_ARE_ANAGRAM_OF_EACH_OTHER,1.0
205,for__0__COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES,1.0
206,for__1__MAGICAL_INDICES_ARRAY,1.0
207,for__0__FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,0.9
208,if__0__WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO,0.0
209,for__1__FIND_LARGEST_D_IN_ARRAY_SUCH_THAT_A_B_C_D_1,1.0
210,for__0__K_MAXIMUM_SUMS_NON_OVERLAPPING_CONTIGUOUS_SUB_ARRAYS,1.0
211,if__0__CHECK_IF_A_NUMBER_IS_JUMBLED_OR_NOT,0.5
212,for__0__FIND_THE_MISSING_NUMBER_1,1.0
213,for__0__COUNT_NUMBER_OF_SOLUTIONS_OF_X2_1_MOD_P_IN_GIVEN_RANGE,0.9
214,for__0__SUM_PAIRWISE_PRODUCTS,1.0
215,for__0__FIND_THE_MAXIMUM_ELEMENT_IN_AN_ARRAY_WHICH_IS_FIRST_INCREASING_AND_THEN_DECREASING,0.7
216,for__0__FIND_FREQUENCY_EVEN_ODD_NUMBERS_MATRIX,0.0
217,for__0__DIAGONALLY_DOMINANT_MATRIX,0.7
218,for__0__NUMBER_N_DIGIT_STEPPING_NUMBERS,1.0
219,for__0__MINIMUM_COST_MAKE_ARRAY_SIZE_1_REMOVING_LARGER_PAIRS,0.30000000000000004
220,for__0__FIND_REPETITIVE_ELEMENT_1_N_1,1.0
221,for__1__K_TH_MISSING_ELEMENT_INCREASING_SEQUENCE_NOT_PRESENT_GIVEN_SEQUENCE,0.30000000000000004
222,while__0__FIBONACCI_MODULO_P,1.0
